Country;Indicator;Nombres de medidas;Year;Valores de medidas
Haiti;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Honduras;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Honduras;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;26,666666031
Honduras;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,550987959
Honduras;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Hong Kong SAR, China;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,239233315
Hong Kong SAR, China;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;74,761901855
Hong Kong SAR, China;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,794365346
Hong Kong SAR, China;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Hungary;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Hungary;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;73,333335876
Hungary;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,755211949
Hungary;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Iceland;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Iceland;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;96,666664124
Iceland;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,412425756
Iceland;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
India;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
India;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;14,761904716
India;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,956521392
India;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Indonesia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Indonesia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;27,619047165
Indonesia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,533436894
Indonesia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Iran, Islamic Rep.;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Iran, Islamic Rep.;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;10,952381134
Iran, Islamic Rep.;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,306762934
Iran, Islamic Rep.;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Iraq;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Iraq;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;1,428571463
Iraq;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,555859566
Iraq;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Ireland;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Ireland;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;86,190475464
Ireland;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,030591249
Ireland;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Israel;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Israel;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;15,238095284
Israel;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,932477772
Israel;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Italy;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Italy;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;57,619049072
Italy;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,311193287
Italy;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Jamaica;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Jamaica;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;62,857143402
Jamaica;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,486915380
Jamaica;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Japan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Japan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;88,095237732
Japan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,059692860
Japan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Jersey, Channel Islands;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,499324054
Jersey, Channel Islands;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;93,333335876
Jersey, Channel Islands;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,273264527
Jersey, Channel Islands;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;1
Jordan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Jordan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;31,428571701
Jordan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,379405141
Jordan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Kazakhstan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Kazakhstan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;45,714286804
Kazakhstan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,000405208
Kazakhstan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Kenya;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Kenya;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;12,380952835
Kenya;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,164112568
Kenya;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Kiribati;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,297851115
Kiribati;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;86,666664124
Kiribati;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,033781409
Kiribati;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
Korea, Dem. Rep.;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,230157584
Korea, Dem. Rep.;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;32,380950928
Korea, Dem. Rep.;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,351632595
Korea, Dem. Rep.;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Korea, Rep.;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Korea, Rep.;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;65,238098145
Korea, Rep.;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,544970691
Korea, Rep.;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Kosovo;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,239692003
Kosovo;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;24,285715103
Kosovo;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,605488837
Kosovo;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Kuwait;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220985532
Kuwait;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;52,380950928
Kuwait;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,110289522
Kuwait;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Kyrgyz Republic;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,228487417
Kyrgyz Republic;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;25,238094330
Kyrgyz Republic;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,582028568
Kyrgyz Republic;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Lao PDR;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,229383603
Lao PDR;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;60
Lao PDR;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,415007025
Lao PDR;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Latvia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Latvia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;60,952381134
Latvia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,421534508
Latvia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Lebanon;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Lebanon;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;7,142857075
Lebanon;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,644890547
Lebanon;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Lesotho;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,234749258
Lesotho;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;38,571430206
Lesotho;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,218328625
Lesotho;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Liberia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220183909
Liberia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;40
Liberia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,192403227
Liberia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Libya;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Libya;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;1,904761910
Libya;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,441388130
Libya;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Liechtenstein;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,264327109
Liechtenstein;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;98,095237732
Liechtenstein;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,484191298
Liechtenstein;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;3
Lithuania;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Lithuania;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;72,857139587
Lithuania;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,752799034
Lithuania;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Luxembourg;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Luxembourg;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;96,190475464
Luxembourg;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,373403668
Luxembourg;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Macao SAR, China;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,283130497
Macao SAR, China;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;92,857139587
Macao SAR, China;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,262964249
Macao SAR, China;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
Macedonia, FYR;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,227785736
Macedonia, FYR;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;39,523811340
Macedonia, FYR;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,196676075
Macedonia, FYR;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Madagascar;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,219555780
Madagascar;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;28,095237732
Madagascar;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,519036293
Madagascar;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Malawi;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220183909
Malawi;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;34,285713196
Malawi;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,325022519
Malawi;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Malaysia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Malaysia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;54,285713196
Malaysia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,237390101
Malaysia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Maldives;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,263841808
Maldives;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;50,476188660
Maldives;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,095090091
Maldives;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;3
Mali;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220985532
Mali;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;5,238095284
Mali;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,051259756
Mali;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Malta;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220985532
Malta;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;93,809524536
Malta;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,294192553
Malta;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Marshall Islands;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,596735895
Marshall Islands;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;77,619049072
Marshall Islands;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,862738311
Marshall Islands;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;1
Martinique;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,282534301
Martinique;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;84,285713196
Martinique;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,985822499
Martinique;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
Mauritania;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,229383603
Mauritania;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;22,380952835
Mauritania;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,667778313
Mauritania;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Mauritius;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,229383603
Mauritius;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;79,047622681
Mauritius;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,872838020
Mauritius;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Mexico;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Mexico;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;25,714284897
Mexico;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,572436988
Mexico;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Micronesia, Fed. Sts.;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,263841808
Micronesia, Fed. Sts.;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;94,761901855
Micronesia, Fed. Sts.;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,340414166
Micronesia, Fed. Sts.;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;3
Moldova;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Moldova;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;32,857143402
Moldova;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,349016547
Moldova;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Monaco;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,411642164
Monaco;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;99,523811340
Monaco;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,612102151
Monaco;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
Mongolia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Mongolia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;74,285713196
Mongolia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,788799465
Mongolia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Montenegro;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,234749258
Montenegro;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;50,952381134
Montenegro;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,108020931
Montenegro;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Morocco;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Morocco;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;33,809524536
Morocco;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,331886232
Morocco;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Mozambique;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220985532
Mozambique;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;19,047618866
Mozambique;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,783670664
Mozambique;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Myanmar;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,219555780
Myanmar;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;10,476190567
Myanmar;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,309010983
Myanmar;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Namibia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220985532
Namibia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;68,095237732
Namibia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,653777480
Namibia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Nauru;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,596735895
Nauru;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;63,333332062
Nauru;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,512634337
Nauru;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;1
Nepal;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,223530918
Nepal;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;23,809524536
Nepal;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,625145853
Nepal;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Netherlands;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Netherlands;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;78,095237732
Netherlands;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,868293405
Netherlands;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Netherlands Antilles (former);Political Stability and Absence of Violence/Terrorism;Standard Error;2018;
Netherlands Antilles (former);Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;
Netherlands Antilles (former);Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;
Netherlands Antilles (former);Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;
New Zealand;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
New Zealand;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;99,047622681
New Zealand;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,541482449
New Zealand;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Nicaragua;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Nicaragua;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;18,095237732
Nicaragua;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,801350534
Nicaragua;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Niger;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Niger;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;11,428571701
Niger;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,260566473
Niger;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Nigeria;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Nigeria;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;4,285714149
Nigeria;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,192699909
Nigeria;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Niue;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;
Niue;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;
Niue;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;
Niue;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;
Norway;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Norway;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;90,476188660
Norway;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,153804302
Norway;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Oman;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Oman;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;68,571426392
Oman;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,654591203
Oman;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Pakistan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Pakistan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;3,333333254
Pakistan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,267434835
Pakistan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Palau;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,596735895
Palau;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;77,619049072
Palau;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,862738311
Palau;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;1
Panama;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Panama;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;56,190475464
Panama;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,277154714
Panama;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Papua New Guinea;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,230157584
Papua New Guinea;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;22,857143402
Papua New Guinea;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,666998088
Papua New Guinea;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Paraguay;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220985532
Paraguay;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;42,380950928
Paraguay;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,119297512
Paraguay;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Peru;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Peru;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;37,142856598
Peru;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,259300500
Peru;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Philippines;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Philippines;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;12,857142448
Philippines;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,121843934
Philippines;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Poland;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Poland;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;65,714286804
Poland;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,545012355
Poland;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Portugal;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Portugal;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;89,523811340
Portugal;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,140031457
Portugal;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Puerto Rico;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,239692003
Puerto Rico;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;59,047618866
Puerto Rico;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,400011331
Puerto Rico;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Qatar;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Qatar;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;69,047622681
Qatar;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,678372383
Qatar;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Réunion;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,325574338
Réunion;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;55,714286804
Réunion;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,269214123
Réunion;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;1
Romania;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Romania;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;48,571430206
Romania;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,059308205
Romania;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Russian Federation;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Russian Federation;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;29,047618866
Russian Federation;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,503720880
Russian Federation;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Rwanda;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,229383603
Rwanda;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;52,857143402
Rwanda;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,115950741
Rwanda;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Samoa;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,263841808
Samoa;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;91,428573608
